id,product_id,product,tags,subcategory,lot_no,BPA_ng_g,BPA_percentile_ng_g,BPA_ng_serving,BPA_percentile_ng_serving,BPA_percent_tdi_14_kg_epa,BPA_percent_tdi_70_kg_epa,BPA_percent_tdi_14_kg_efsa,BPA_percent_tdi_70_kg_efsa
7302902,245,Spam Canned Meat,"meat,groceries",meat,F100 EST199P D05234 0515245 1021423,17,94,952,71,0.1,0.03,34000,6800
7212302,93,Boba Guys Black Tea Pearls,"tea,beverages",tea,,6,78,912,68,0.1,0.03,32571.4,6514.3
7212301,92,Boba Guys Black Tea Juice,"tea,beverages",tea,,2.4,57,888,65,0.1,0.03,31714.3,6342.9
8050202,237,Tap Water with Aquatabs Purification Tablets (after 30min),"water,modern,purified,tablet",water,BN X702,2.5,60,887.5,62,0.1,0.03,31696.4,6339.3
7301801,239,"Stanford University Dining Meal (Beans, Chicken, Rice, Cauliflower)",palo_alto,palo_alto,,1.6,28,758.4,60,0.1,0.02,27085.7,5417.1
7122303,94,Boba Guys Fruity Flavored Tea,"tea,beverages",tea,,2,45,740,57,0.1,0.02,26428.6,5285.7
7172001,19,Starbucks Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,2.8,62,663.6,55,0.09,0.02,23700,4740
7122301,92,Boba Guys Black Tea Juice,"tea,beverages",tea,,1.6,28,592,52,0.08,0.02,21142.9,4228.6
7301803,239,"Stanford University Dining Meal (Beans, Chicken, Rice, Cauliflower)",palo_alto,palo_alto,,1.1,8,521.4,50,0.07,0.01,18621.4,3724.3
7213306,166,Shake Shack Cheeseburger,"fast_food,burgers",fast_food,,2.2,52,503.8,48,0.07,0.01,17992.9,3598.6
7172002,21,Verve Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,2.1,48,497.7,45,0.07,0.01,17775,3555
7211401,57,Almond Breeze Original Almond Milk Unsweetened in Carton,"dairy_alternatives,lactose_free,milk,plant_milk",dairy_alternatives,L1 19:08 #06-16681 1,1.9,41,456,42,0.07,0.01,16285.7,3257.1
8030401,79,Ito En Oi Ocha Unsweetened Green Tea,"tea,beverages",tea,11:18,1.2,16,444,40,0.06,0.01,15857.1,3171.4
7203327,158,Dominos Pacific Veggie Pizza,"fast_food,pizza",fast_food,,2.2,52,305.8,38,0.04,0.009,10921.4,2184.3
7212702,25,Ben & Jerry's Phish Food Ice Cream,"ice_cream,groceries",ice_cream,BJ1 5095 10:17 84138391,1.8,36,257.4,35,0.04,0.007,9192.9,1838.6
7122302,93,Boba Guys Black Tea Pearls,"tea,beverages",tea,,1.6,28,243.2,32,0.03,0.007,8685.7,1737.1
8294701,335,Whole Foods Farm Raised Atlantic Salmon,"seafood,groceries",seafood,,1.8,36,203.4,30,0.03,0.006,7264.3,1452.9
8294704,336,Whole Foods Wild Caught Salmon,"seafood,groceries",seafood,,1.5,22,169.5,28,0.02,0.005,6053.6,1210.7
7301501,135,Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed,"meat,beef,beef_from_store,groceries,organic",meat,,1.7,32,144.5,25,0.02,0.004,5160.7,1032.1
8294705,336,Whole Foods Wild Caught Salmon,"seafood,groceries",seafood,,1.2,16,135.6,22,0.02,0.004,4842.9,968.6
8294702,335,Whole Foods Farm Raised Atlantic Salmon,"seafood,groceries",seafood,,1.1,8,124.3,19,0.02,0.004,4439.3,887.9
8294706,336,Whole Foods Wild Caught Salmon,"seafood,groceries",seafood,,1.1,8,124.3,19,0.02,0.004,4439.3,887.9
7181802,236,RXBAR 12g Protein Bar Blueberry,"snacks,groceries",snacks,BEAC1 0823,2.2,52,114.4,15,0.02,0.003,4085.7,817.1
7181803,149,RXBAR 12g Protein Bar Strawberry,"snacks,groceries",snacks,BEBC1 00:51,1.9,41,98.8,12,0.01,0.003,3528.6,705.7
7301502,64,Whole Foods Boneless Beef Ribeye Steak Pasture Raised,"meat,beef,beef_from_store,groceries",meat,,1.1,8,93.5,10,0.01,0.003,3339.3,667.9
8294709,334,Whole Foods Cold Smoked Atlantic Salmon,"seafood,groceries",seafood,,1.3,20,74.1,8,0.01,0.002,2646.4,529.3
8294708,334,Whole Foods Cold Smoked Atlantic Salmon,"seafood,groceries",seafood,,1.1,8,62.7,5,0.009,0.002,2239.3,447.9
20240203,89,Nature Made Prenatal Folic Acid + DHA Supplement,"supplements,baby,health,pills,vitamins",supplements,2555399,5.2,72,5.2,2,0.0007,0.0001,185.7,37.1
